account_id,distritct_id,frequency,account_date,num_trans,num_trans_type_with,num_trans_type_cred,num_trans_operatition_cred_wd,num_trans_operatition_cred_cash,num_trans_operatition_coll_bank,num_trans_operatition_cash_wd,num_trans_opeatiotion_to_bank,sum_width,sum_cred,trans_balance,sum_order,num_order_bank_to_QR,num_order_bank_to_YZ,num_order_bank_to_AB,num_order_bank_to_WX,num_order_bank_to_ST,num_order_bank_to_KL,num_order_bank_to_UV,num_order_bank_to_IJ,num_order_bank_to_GH,num_order_bank_to_OP,num_order_bank_to_EF,num_order_bank_to_MN,num_order_bank_to_CD,order_amount,num_order_cate_in_pa,num_order_household,num_order_leasing,num_order_loan_pay,num_to_unknow,Cont_loan,loan_amount,loan_duration,loan_payments,loan_status
649,69,WEEKLY,1994-05-17,322,188,134,0,78,0,188,0,1964652.60,2016786.20,16787019.20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3430.10,0,0,1,0,0,,,,,
2996,54,MONTHLY,1994-05-17,464,344,120,0,65,0,142,202,776931.00,842204.00,30286672.00,4,0,0,0,1,1,0,0,0,0,0,1,1,0,7798.00,0,1,0,0,2,,,,,
1509,51,MONTHLY,1994-05-19,349,237,112,0,57,0,135,102,843263.00,860356.80,5965736.20,2,1,0,0,0,0,0,0,0,0,0,1,0,0,7263.00,0,1,0,0,1,,,,,
2170,1,ISSU_AF_TRANS,1994-05-19,442,318,124,2,14,55,163,153,3055044.00,3133091.50,34496995.00,3,0,1,0,0,0,1,0,0,0,0,0,1,0,12317.00,0,1,0,0,1,,,,,
2001,75,MONTHLY,1994-05-19,339,226,113,12,3,55,163,51,2280321.00,2366815.60,29321669.40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12524.00,0,1,0,0,0,,,,,
2903,38,MONTHLY,1994-05-19,301,189,112,0,57,0,139,50,1319850.00,1340914.80,6340504.80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7826.00,0,1,0,0,0,,,,,
3717,56,MONTHLY,1994-05-20,287,169,118,0,8,55,119,50,930461.00,958141.50,7944303.50,2,0,0,0,0,0,0,0,0,0,0,0,2,0,12285.20,0,1,1,0,0,,,,,
4195,67,MONTHLY,1994-05-21,350,199,151,0,95,0,199,0,2531385.40,2580884.30,17324615.00,,,,,,,,,,,,,,,,,,,,,,,,,
2496,51,MONTHLY,1994-05-21,317,188,129,0,74,0,101,87,492204.00,512982.80,6586879.60,2,0,0,0,0,0,0,0,0,1,0,0,1,0,7734.00,0,1,0,1,0,1,165120.00,60,2752.00,C
9583,31,WEEKLY,1994-05-22,421,246,175,0,122,0,174,72,2686529.50,2753037.00,27999657.50,2,0,0,0,0,0,0,0,0,0,0,1,1,0,17748.70,0,1,0,1,0,1,104712.00,24,4363.00,A
3636,21,MONTHLY,1994-05-22,428,285,143,0,88,0,132,153,686935.00,750797.80,27333278.40,3,0,0,0,0,0,0,0,1,1,0,1,0,0,6515.00,0,1,0,0,1,,,,,
1826,5,MONTHLY,1994-05-22,301,187,114,11,59,0,125,51,1143381.00,1189291.30,13819000.30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9921.00,0,1,0,0,0,,,,,
2227,31,WEEKLY,1994-05-22,420,247,173,1,120,0,175,71,2703585.80,2758557.90,23088282.00,2,0,0,0,0,0,0,0,0,0,0,1,1,0,17259.70,0,1,0,1,0,1,92976.00,24,3874.00,A
2749,1,MONTHLY,1994-05-23,364,191,173,0,117,0,138,53,2291825.80,2390331.50,35856074.80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14520.00,0,1,0,0,0,,,,,
535,35,MONTHLY,1994-05-24,414,303,111,0,56,0,152,151,1209351.00,1249739.00,16720632.00,3,0,0,0,0,0,0,1,0,0,1,0,1,0,7848.00,0,1,0,0,1,,,,,
4066,72,MONTHLY,1994-05-24,372,260,112,0,2,55,159,101,1912098.00,1949470.80,13902681.60,3,0,1,0,1,0,0,0,0,0,0,0,0,1,17363.50,0,1,1,0,1,,,,,
2662,71,MONTHLY,1994-05-24,257,150,107,0,1,55,100,50,278290.00,307687.40,7555131.80,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3625.00,0,1,0,0,0,,,,,
1053,57,MONTHLY,1994-05-25,366,245,121,0,66,0,145,100,581550.00,617412.90,13125821.40,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3482.00,0,1,0,0,1,,,,,
11333,8,MONTHLY,1994-05-26,368,185,183,0,78,0,185,0,1618737.90,1677057.60,21461649.60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3286.70,0,0,1,0,0,,,,,
1838,68,MONTHLY,1994-05-26,261,145,116,0,71,0,106,39,1268595.40,1327041.40,15254406.00,2,0,0,0,0,0,0,1,0,0,0,1,0,0,11012.10,0,1,1,0,0,,,,,
3037,44,MONTHLY,1994-05-26,269,166,103,0,52,0,150,16,1158763.40,1164790.20,1621209.20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7718.70,0,0,0,1,0,1,277884.00,36,7719.00,D
3372,23,MONTHLY,1994-05-26,301,189,112,7,57,0,131,51,1364568.00,1452459.10,26455221.10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9838.00,0,1,0,0,0,,,,,
985,32,MONTHLY,1994-05-29,259,152,107,0,1,55,101,51,167707.00,188598.50,5410898.50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2227.00,0,1,0,0,0,,,,,
6924,74,MONTHLY,1994-06-01,376,262,114,2,4,55,172,88,1445762.50,1487030.10,15516617.60,2,0,0,0,0,0,0,1,0,0,0,0,0,1,8644.50,0,1,0,1,0,1,194880.00,48,4060.00,C
3484,22,MONTHLY,1994-06-01,310,199,111,36,56,0,113,50,1405430.00,1469204.50,19770095.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6634.00,0,1,0,0,0,,,,,
700,20,MONTHLY,1994-06-01,357,220,137,0,82,0,119,101,285976.00,337058.40,18236416.80,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2762.00,0,1,0,0,1,,,,,
3289,1,MONTHLY,1994-06-02,374,250,124,0,69,0,148,102,733670.00,791691.00,21699854.00,2,0,0,0,0,1,0,0,0,1,0,0,0,0,7260.00,0,1,0,0,1,,,,,
2638,5,MONTHLY,1994-06-02,417,305,112,37,57,0,118,150,1134570.00,1221093.10,36080132.70,3,0,0,1,0,0,0,1,1,0,0,0,0,0,6284.00,0,1,0,0,1,,,,,
8316,70,MONTHLY,1994-06-04,422,226,196,0,87,0,202,24,2193136.40,2314964.00,51411247.20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5616.20,0,0,0,1,0,1,134784.00,24,5616.00,A
1634,77,MONTHLY,1994-06-04,275,162,113,27,58,0,135,0,807530.00,908042.50,27640937.50,,,,,,,,,,,,,,,,,,,,,,,,,
4825,15,MONTHLY,1994-06-04,301,181,120,0,10,55,169,12,664428.40,686029.10,6501810.70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1783.20,0,0,0,1,0,1,21396.00,12,1783.00,A
3650,8,MONTHLY,1994-06-05,322,197,125,0,70,0,146,51,720288.00,759917.70,12760763.40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7858.00,0,1,0,0,0,,,,,
10942,44,WEEKLY,1994-06-05,441,267,174,0,119,0,179,88,3113629.00,3162046.70,21352205.70,2,0,0,1,0,0,0,0,1,0,0,0,0,0,15714.00,0,1,0,1,0,1,314520.00,60,5242.00,C
2922,16,MONTHLY,1994-06-06,276,154,122,0,68,0,154,0,1648297.20,1667089.10,5186564.40,,,,,,,,,,,,,,,,,,,,,,,,,
693,2,MONTHLY,1994-06-06,311,198,113,0,59,0,148,50,1038005.40,1056212.50,5662408.10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6329.00,0,1,0,0,0,,,,,
2260,1,MONTHLY,1994-06-07,281,176,105,0,65,0,176,0,538585.10,535760.60,-793684.50,,,,,,,,,,,,,,,,,,,,,,,,,
538,70,MONTHLY,1994-06-07,250,139,111,0,1,55,89,50,202690.00,226733.30,6010825.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2692.00,0,1,0,0,0,,,,,
548,16,MONTHLY,1994-06-07,353,242,111,0,1,55,141,101,343188.00,359874.00,5890158.00,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1813.00,0,2,0,0,0,,,,,
941,8,MONTHLY,1994-06-08,278,157,121,0,66,0,107,50,355880.00,381454.10,7109599.80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3871.00,0,1,0,0,0,,,,,
2155,58,MONTHLY,1994-06-08,353,229,124,0,14,55,128,101,208514.00,223870.60,5420879.80,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2269.00,0,1,0,0,1,,,,,
4519,8,MONTHLY,1994-06-08,92,19,73,0,36,0,19,0,33200.00,90791.40,5298408.80,,,,,,,,,,,,,,,,,,,,,,,,,
3539,42,MONTHLY,1994-06-08,300,130,170,0,115,0,130,0,379959.20,419804.70,11953650.00,,,,,,,,,,,,,,,,,,,,,,,,,
6511,72,MONTHLY,1994-06-10,276,144,132,0,79,0,144,0,1521352.00,1530887.20,2631715.20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1924.70,0,0,1,0,0,,,,,
2569,2,MONTHLY,1994-06-10,351,244,107,0,1,54,146,98,349751.40,372321.20,7921999.80,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2334.00,0,2,0,0,0,,,,,
43,36,MONTHLY,1994-06-12,321,209,112,35,57,0,124,50,1390460.00,1451226.70,19506110.70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6589.00,0,1,0,0,0,,,,,
1047,46,MONTHLY,1994-06-13,288,168,120,0,65,0,118,50,385740.00,418824.90,9528451.20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4339.00,0,1,0,0,0,,,,,
3479,22,MONTHLY,1994-06-14,361,235,126,0,72,0,135,100,803695.40,865094.80,22165183.40,2,1,0,0,0,0,0,1,0,0,0,0,0,0,9156.00,0,1,0,0,1,,,,,
2868,1,MONTHLY,1994-06-15,251,146,105,0,1,54,96,50,244735.40,272737.50,7028527.10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3306.00,0,1,0,0,0,,,,,
4328,72,MONTHLY,1994-06-17,274,156,118,0,64,0,156,0,395815.40,407858.90,3299919.00,,,,,,,,,,,,,,,,,,,,,,,,,
5628,61,MONTHLY,1994-06-17,313,198,115,0,61,0,154,44,802423.40,842981.50,12694685.30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3757.00,0,0,0,1,0,1,225420.00,60,3757.00,C
3160,22,MONTHLY,1994-06-19,322,212,110,16,56,0,146,50,1264515.40,1359670.90,30640071.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8364.00,0,1,0,0,0,,,,,
1856,26,MONTHLY,1994-06-19,286,181,105,0,1,54,82,99,150990.40,181866.60,8830593.20,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2174.00,0,1,0,0,1,,,,,
154,46,MONTHLY,1994-06-21,316,205,111,0,57,0,156,49,750874.40,843234.70,29185854.80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3891.00,0,1,0,0,0,,,,,
3030,65,MONTHLY,1994-06-22,310,205,105,0,1,54,105,100,149425.40,173976.20,7610748.00,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2088.00,0,1,0,0,1,,,,,
1938,1,MONTHLY,1994-06-25,315,205,110,0,56,0,155,50,1357195.40,1424487.30,21196948.50,2,0,0,0,0,0,0,1,1,0,0,0,0,0,7232.00,0,1,1,0,0,,,,,
1870,10,MONTHLY,1994-06-25,237,127,110,5,56,0,122,0,1210795.40,1268250.80,13616929.80,,,,,,,,,,,,,,,,,,,,,,,,,
3275,74,MONTHLY,1994-06-29,347,228,119,0,65,0,128,100,409515.40,431150.10,7507240.90,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3176.00,0,1,0,0,1,,,,,
8492,2,MONTHLY,1994-06-29,422,239,183,34,75,0,116,89,658062.40,737623.70,33574868.60,2,0,0,0,0,1,0,0,0,0,0,1,0,0,5834.00,0,1,0,1,0,1,85860.00,60,1431.00,C
10093,1,WEEKLY,1994-07-01,470,358,112,0,4,54,173,185,2320675.00,2375853.60,25933942.00,4,0,0,0,1,0,0,0,0,1,0,2,0,0,16611.00,0,1,0,1,1,1,231696.00,36,6436.00,A
3805,9,MONTHLY,1994-07-02,314,194,120,0,66,0,144,50,695835.40,737714.60,13150068.80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5908.00,0,1,0,0,0,,,,,
200,17,MONTHLY,1994-07-03,243,129,114,20,60,0,109,0,471815.40,570721.20,24034109.40,,,,,,,,,,,,,,,,,,,,,,,,,
2471,6,MONTHLY,1994-07-03,469,357,112,2,4,54,155,200,2520143.40,2575771.90,26089766.50,4,0,0,0,0,0,1,1,0,0,0,1,0,1,5192.00,0,1,0,0,2,,,,,
352,39,MONTHLY,1994-07-04,273,164,109,0,1,54,115,49,219633.40,239631.00,5459344.80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992.00,0,1,0,0,0,,,,,
1291,1,MONTHLY,1994-07-04,328,219,109,0,1,54,120,99,242322.40,265210.40,7507264.00,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1668.00,0,2,0,0,0,,,,,
161,28,MONTHLY,1994-07-04,304,195,109,0,1,54,96,99,229056.40,243893.90,4510600.00,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2281.00,0,2,0,0,0,,,,,
711,70,MONTHLY,1994-07-06,312,193,119,0,65,0,144,49,620162.40,656357.80,11292964.80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3243.00,0,1,0,0,0,,,,,
964,26,MONTHLY,1994-07-08,253,110,143,0,89,0,110,0,284480.00,332873.60,12243580.80,,,,,,,,,,,,,,,,,,,,,,,,,
1012,65,MONTHLY,1994-07-09,412,233,179,0,17,54,212,21,1524415.30,1567765.70,17860364.80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4090.80,0,0,0,1,0,1,98184.00,24,4091.00,A
4276,43,MONTHLY,1994-07-09,311,175,136,0,82,0,175,0,1981954.60,2075888.80,29213536.20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2895.20,0,0,1,0,0,,,,,
901,60,MONTHLY,1994-07-10,271,162,109,0,1,54,112,50,212615.40,256176.30,11805003.90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1910.00,0,1,0,0,0,,,,,
7765,52,WEEKLY,1994-07-10,327,199,128,0,75,0,141,58,1476288.00,1530704.00,17794032.00,2,0,0,0,0,0,0,0,1,0,0,1,0,0,10549.00,0,1,0,1,0,1,27984.00,12,2332.00,A
90,1,MONTHLY,1994-07-13,457,347,110,0,56,0,151,196,1407853.40,1431980.40,11026039.00,4,0,1,0,0,1,0,1,0,0,0,0,1,0,9882.00,0,1,0,0,2,,,,,
5574,13,WEEKLY,1994-07-14,382,274,108,0,2,53,213,61,2701249.00,2758468.80,21857963.60,2,1,0,0,0,0,0,0,0,0,0,0,0,1,15597.00,0,1,0,1,0,1,44628.00,12,3719.00,A
741,54,MONTHLY,1994-07-14,309,146,163,0,109,0,146,0,465444.60,522033.70,17486031.90,,,,,,,,,,,,,,,,,,,,,,,,,
2819,35,MONTHLY,1994-07-16,372,258,114,0,61,0,160,98,1002829.80,1062934.90,22359097.20,2,0,0,1,0,0,0,0,0,0,1,0,0,0,9461.00,0,1,0,0,1,,,,,
478,58,MONTHLY,1994-07-16,282,174,108,1,55,0,125,48,1282556.80,1374839.90,26023834.20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8137.00,0,1,0,0,0,,,,,
2615,68,MONTHLY,1994-07-17,233,125,108,0,55,0,125,0,549500.80,612254.20,14621542.20,,,,,,,,,,,,,,,,,,,,,,,,,
3503,1,MONTHLY,1994-07-17,261,152,109,2,56,0,150,0,1082520.80,1166741.80,21981681.00,,,,,,,,,,,,,,,,,,,,,,,,,
3921,18,MONTHLY,1994-07-17,277,152,125,0,77,0,152,0,1675983.40,1708400.60,8979564.40,,,,,,,,,,,,,,,,,,,,,,,,,
662,21,MONTHLY,1994-07-18,258,142,116,0,63,0,93,49,297270.80,315357.70,4666420.20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3330.00,0,1,0,0,0,,,,,
2654,56,MONTHLY,1994-07-21,272,168,104,0,1,53,119,49,314649.80,332818.70,4941940.80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3861.00,0,1,0,0,0,,,,,
9627,65,ISSU_AF_TRANS,1994-07-22,360,209,151,0,98,0,172,37,2314056.10,2391089.40,27731988.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5091.30,0,0,0,1,0,1,244368.00,48,5091.00,C
2470,16,MONTHLY,1994-07-23,400,290,110,0,57,0,144,146,1048260.80,1092722.10,17784520.00,3,0,0,0,0,0,0,0,1,1,0,0,0,1,7658.00,0,1,0,0,1,,,,,
427,8,MONTHLY,1994-07-24,313,201,112,11,59,0,141,49,1261454.80,1348334.90,27193471.30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8166.00,0,1,0,0,0,,,,,
709,19,MONTHLY,1994-07-25,281,162,119,0,66,0,162,0,1405234.00,1463642.00,16412648.00,,,,,,,,,,,,,,,,,,,,,,,,,
629,31,MONTHLY,1994-07-25,304,201,103,0,1,53,105,96,226966.80,254129.90,8257582.40,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2707.00,0,2,0,0,0,,,,,
2606,1,MONTHLY,1994-07-27,298,195,103,0,1,53,97,98,213376.80,244048.20,9140077.20,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2474.00,0,2,0,0,0,,,,,
6738,62,MONTHLY,1994-07-28,288,179,109,0,3,53,167,12,1053488.80,1100374.70,13503139.20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3159.00,0,0,0,1,0,1,37908.00,12,3159.00,A
2912,74,MONTHLY,1994-07-30,369,213,156,4,106,0,175,34,2775793.20,2834487.50,21658196.70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6336.00,0,0,0,1,0,1,380160.00,60,6336.00,C
4995,20,WEEKLY,1994-08-01,308,184,124,0,71,0,151,33,1527132.10,1569528.00,13057937.20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3583.00,0,0,0,1,0,1,128988.00,36,3583.00,D
1022,33,WEEKLY,1994-08-01,287,147,140,0,87,0,147,0,1641776.00,1728613.80,24922448.60,,,,,,,,,,,,,,,,,,,,,,,,,
1797,24,MONTHLY,1994-08-01,331,218,113,1,60,0,119,98,850470.80,908600.80,19241030.00,2,0,0,0,0,1,0,0,0,0,0,0,0,1,7850.00,0,1,0,0,1,,,,,
3497,76,MONTHLY,1994-08-02,407,296,111,0,58,0,150,146,1053200.80,1136254.30,33802774.50,3,1,0,0,0,0,2,0,0,0,0,0,0,0,7379.00,0,1,0,0,1,,,,,
1848,1,MONTHLY,1994-08-04,263,146,117,0,64,0,97,49,296117.80,324317.80,7416600.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3473.00,0,1,0,0,0,,,,,
582,12,MONTHLY,1994-08-05,243,136,107,0,1,53,87,49,206798.80,228056.30,5165572.50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2812.00,0,1,0,0,0,,,,,
3167,18,MONTHLY,1994-08-08,254,148,106,22,54,0,126,0,1115586.20,1215699.70,25428829.00,,,,,,,,,,,,,,,,,,,,,,,,,
1579,57,MONTHLY,1994-08-09,310,196,114,29,61,0,119,48,634396.80,714061.90,24696181.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3377.00,0,1,0,0,0,,,,,
610,74,MONTHLY,1994-08-11,253,145,108,0,4,52,145,0,1407849.20,1506361.30,24923561.30,,,,,,,,,,,,,,,,,,,,,,,,,
3536,24,MONTHLY,1994-08-11,281,174,107,0,1,53,125,49,320711.80,337308.30,4663616.50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2589.00,0,1,0,0,0,,,,,
1017,14,MONTHLY,1994-08-11,351,245,106,0,54,0,150,95,1160321.20,1207445.30,16540559.10,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4969.00,0,1,0,0,1,,,,,
3017,75,MONTHLY,1994-08-12,433,327,106,0,54,0,136,191,1062757.20,1095204.00,14049464.40,4,1,0,1,0,0,0,0,0,1,0,0,1,0,6948.00,0,1,0,0,2,,,,,
3112,38,MONTHLY,1994-08-12,439,295,144,11,91,0,160,124,2372729.60,2450558.40,34166843.20,3,0,0,0,0,0,1,0,1,0,1,0,0,0,5619.30,0,1,0,1,1,1,123216.00,48,2567.00,C
1360,71,MONTHLY,1994-08-14,279,136,143,55,90,0,81,0,343450.80,406173.10,17499521.70,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1,MONTHLY,1994-08-14,246,135,111,0,59,0,87,48,313834.20,348190.30,8451600.60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3826.00,0,1,0,0,0,,,,,
9192,1,MONTHLY,1994-08-16,277,131,146,5,54,0,126,0,1293881.70,1329665.40,9912084.90,,,,,,,,,,,,,,,,,,,,,,,,,
1398,62,MONTHLY,1994-08-18,67,21,46,0,32,0,21,0,35800.00,67798.00,2143866.00,,,,,,,,,,,,,,,,,,,,,,,,,
1246,58,MONTHLY,1994-08-18,249,147,102,0,1,52,99,48,286148.20,325181.90,9719391.30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3239.00,0,1,0,0,0,,,,,
1592,38,MONTHLY,1994-08-18,294,193,101,1,1,52,98,94,163585.20,249757.50,25334656.20,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1837.00,0,2,0,0,0,,,,,
3728,10,MONTHLY,1994-08-18,245,133,112,0,8,52,133,0,627833.20,658071.00,7408261.00,,,,,,,,,,,,,,,,,,,,,,,,,
4131,5,MONTHLY,1994-08-19,436,283,153,0,101,0,183,100,2580493.00,2661662.20,35389771.20,3,0,1,0,0,0,0,1,0,0,1,0,0,0,8190.10,0,1,1,0,1,,,,,
377,70,MONTHLY,1994-08-19,332,178,154,6,101,0,172,0,2112730.60,2217259.90,34703727.60,,,,,,,,,,,,,,,,,,,,,,,,,
1911,68,MONTHLY,1994-08-21,259,150,109,0,57,0,150,0,905054.10,938739.00,8724389.10,,,,,,,,,,,,,,,,,,,,,,,,,
635,21,MONTHLY,1994-08-21,425,306,119,0,69,0,132,174,1768634.90,1776117.20,3179977.50,4,0,0,0,0,0,1,1,0,1,1,0,0,0,8097.00,0,1,0,0,2,,,,,
3625,3,MONTHLY,1994-08-22,314,212,102,0,1,52,117,95,349420.20,367275.30,5606501.40,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2011.00,0,2,0,0,0,,,,,
3425,70,MONTHLY,1994-08-24,296,161,135,0,31,52,113,48,211734.20,274981.40,18721171.20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2646.00,0,1,0,0,0,,,,,
1327,65,MONTHLY,1994-08-24,268,139,129,0,77,0,139,0,315900.80,335226.30,5179234.00,,,,,,,,,,,,,,,,,,,,,,,,,
8776,64,MONTHLY,1994-08-24,359,201,158,0,54,0,161,40,699006.20,784745.10,30780265.10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,708.00,0,0,0,1,0,1,33984.00,48,708.00,C
2798,70,MONTHLY,1994-08-24,305,193,112,0,8,52,145,48,1112512.20,1143650.60,9497212.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6094.00,0,1,0,0,0,,,,,
2401,16,MONTHLY,1994-08-26,266,164,102,0,1,52,116,48,321852.20,364120.90,11243474.20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2782.00,0,1,0,0,0,,,,,
3612,70,MONTHLY,1994-08-27,397,286,111,0,59,0,144,142,760764.20,836496.30,30065643.70,4,0,0,0,1,0,1,1,1,0,0,0,0,0,8167.00,0,1,1,0,1,,,,,
4580,9,MONTHLY,1994-08-27,366,226,140,4,90,0,164,58,1943656.20,1986155.00,15554560.80,2,0,0,1,0,1,0,0,0,0,0,0,0,0,10407.80,0,1,0,1,0,1,20220.00,12,1685.00,A
3226,65,MONTHLY,1994-08-28,337,207,130,0,78,0,111,96,279690.20,305500.30,8698003.70,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2798.00,0,1,0,0,1,,,,,
7523,63,MONTHLY,1994-08-29,386,225,161,0,57,0,189,36,1152934.20,1186443.90,12934744.20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8013.00,0,0,0,1,0,1,288468.00,36,8013.00,A
3533,74,MONTHLY,1994-08-29,279,152,127,0,23,52,104,48,194072.20,223369.90,8174058.30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2127.00,0,1,0,0,0,,,,,
422,53,WEEKLY,1994-08-29,245,141,104,11,1,52,130,0,1356093.00,1432763.30,18784223.50,,,,,,,,,,,,,,,,,,,,,,,,,
3608,72,WEEKLY,1994-08-30,352,227,125,0,73,0,146,81,1282513.00,1321557.70,13743734.40,2,1,0,1,0,0,0,0,0,0,0,0,0,0,7610.00,0,1,0,1,0,1,161496.00,36,4486.00,C
1105,55,MONTHLY,1994-09-01,308,200,108,0,56,0,104,96,463578.20,507199.60,13435391.20,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5854.00,0,1,0,0,1,,,,,
2596,1,MONTHLY,1994-09-02,246,141,105,0,1,52,94,47,155641.20,183112.80,6758013.60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2285.00,0,1,0,0,0,,,,,
9006,40,WEEKLY,1994-09-02,433,241,192,0,88,0,161,80,2216265.00,2293530.10,33455788.30,2,0,1,0,0,0,0,1,0,0,0,0,0,0,8424.00,0,1,0,1,0,1,186384.00,48,3883.00,C
3579,53,MONTHLY,1994-09-02,305,199,106,0,54,0,151,48,1299446.20,1376353.90,23456848.50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3460.00,0,1,0,0,0,,,,,
710,25,MONTHLY,1994-09-02,244,139,105,0,1,52,92,47,228366.20,253613.50,6160341.20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3200.00,0,1,0,0,0,,,,,
7546,43,MONTHLY,1994-09-03,431,324,107,0,3,52,168,156,1179323.80,1196438.50,7376435.70,4,0,0,1,0,2,0,0,0,0,0,1,0,0,7603.80,0,1,0,1,1,1,41952.00,12,3496.00,A
1766,28,MONTHLY,1994-09-03,483,376,107,24,55,0,134,218,1073281.20,1119012.50,22088217.90,5,0,1,0,0,0,1,0,0,0,1,1,0,1,7336.00,0,1,0,1,2,1,30060.00,60,501.00,C
1292,3,MONTHLY,1994-09-03,403,291,112,0,60,0,150,141,632463.20,709434.50,31019433.90,3,0,0,0,0,0,1,1,0,0,0,0,1,0,3331.00,0,1,0,0,1,,,,,
3797,64,MONTHLY,1994-09-03,91,20,71,0,29,0,20,0,40900.00,73018.70,2922801.70,,,,,,,,,,,,,,,,,,,,,,,,,
3478,30,MONTHLY,1994-09-04,298,171,127,0,75,0,124,47,447308.20,486121.60,11566393.20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4906.00,0,1,0,0,0,,,,,
8899,1,WEEKLY,1994-09-05,471,272,199,0,97,0,187,85,2299343.80,2364085.60,30493387.80,2,0,0,0,0,0,0,0,0,0,1,0,0,1,5801.80,0,1,0,1,0,1,125340.00,60,2089.00,C
1975,19,MONTHLY,1994-09-07,443,336,107,0,55,0,146,190,796298.20,821228.90,11044300.10,4,1,0,0,0,2,0,0,0,1,0,0,0,0,6581.00,0,1,0,0,2,,,,,
3049,61,MONTHLY,1994-09-08,305,169,136,0,32,52,122,47,179503.20,242467.00,19203959.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1961.00,0,1,0,0,0,,,,,
